titre,realisateur,adresse,organisme_demandeur,type_de_tournage,ardt,date_debut,date_fin,x,y
LA FETE EST FINIE,MARIE GAREL WEISS,133  RUE  DU FAUBOURG SAINT ANTOINE,ELZEVIR FILMS,LONG METRAGE,11ème,2016-11-14,2016-11-14,48.850942, 2.377769
LA FETE EST FINIE,MARIE GAREL WEISS,27  RUE  DE CHALIGNY,ELZEVIR FILMS,LONG METRAGE,11ème,2016-11-14,2016-11-14,48.850511, 2.384164
LA NIAQUE,CHAD CHENOUGA,101  AVENUE  DE LA REPUBLIQUE/LYCEE VOLTAIRE,TS PRODUCTIONS,LONG METRAGE,11ème,2016-04-18,2016-04-19,48.863529, 2.384508
LA NIAQUE,CHAD CHENOUGA,101  AVENUE  DE LA REPUBLIQUE/LYCEE VOLTAIRE,TS PRODUCTIONS,LONG METRAGE,11ème,2016-04-20,2016-04-21,48.863529, 2.384508
LA NIAQUE,CHAD CHENOUGA,23  RUE  JEAN PIERRE TIMBAUD,TS PRODUCTIONS,LONG METRAGE,11ème,2016-04-29,2016-04-29,48.865401, 2.368368
LA NIAQUE,CHAD CHENOUGA,24/39  RUE  OBERKAMPF,TS PRODUCTIONS,LONG METRAGE,11ème,2016-04-29,2016-04-29,48.864326, 2.37131
LA VIE DE CHATEAU,CEDRIC IDO,5  IMPASSE  DES PRIMEVERES,SRAB FILMS,LONG METRAGE,11ème,2016-08-15,2016-08-16,48.858837, 2.36932
LA VIE DE CHATEAU,CEDRIC IDO,RUE  NICOLAS APPERT,SRAB FILMS,LONG METRAGE,11ème,2016-08-15,2016-08-16,48.858913, 2.370385
LA VIE DEVANT ELLES/SAISON 2,GABRIEL AGHION,96  RUE  JEAN PIERRE TIMBAUD,CINETEVE,SERIE TELEVISEE,11ème,2016-06-15,2016-06-17,48.867766, 2.377989
LA VIE DEVANT ELLES/SAISON 2,GABRIEL AGHION,RUE  JEAN PIERRE TIMBAUD,CINETEVE,SERIE TELEVISEE,11ème,2016-06-20,2016-06-20,48.867009, 2.37456
LE BUREAU DES LEGENDES/SAISON 2,ERIC ROCHANT,7  RUE  ROBERT ET SONIA DELAUNAY,THE OLIGARCHS PRODUCTIONS,SERIE TELEVISEE,11ème,2016-12-06,2016-12-06,48.85533, 2.393375
LE BUREAU DES LEGENDES/SAISON 2,ERIC ROCHANT,GYMNASE  JAPY,THE OLIGARCHS PRODUCTIONS,SERIE TELEVISEE,11ème,2016-11-11,2016-11-11,48.855874, 2.38245
LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8,ERIC ROCHANT,7/10  RUE  DES IMMEUBLES INDUSTRIELS,THE OLIGARCHS PRODUCTIONS,SERIE TELEVISEE,11ème,2016-01-19,2016-01-19,48.849611, 2.392785
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,113  AVENUE  LEDRU ROLLIN,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,11ème,2016-10-31,2016-10-31,48.853091, 2.377002
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,17  RUE  SAINT BERNARD,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,11ème,2016-11-02,2016-11-02,48.851677, 2.381567
LEBOWITZ CONTRE LEBOWITZ/9 A 12,CHRISTOPHE BARRAUD,47  RUE  DE CHARONNE,CHABRAQUE PRODUCTIONS,SERIE TELEVISEE,11ème,2016-10-31,2016-10-31,48.853315, 2.377442
LES EX,MAURICE BARTHELEMY,14  RUE  JEAN MACE,RADAR FILMS,LONG METRAGE,11ème,2016-08-23,2016-08-23,48.853253, 2.383415
LES EX,MAURICE BARTHELEMY,1BIS  PASSAGE  DE LA FONDERIE,RADAR FILMS,LONG METRAGE,11ème,2016-10-04,2016-10-04,48.866986, 2.375579
LES EX,MAURICE BARTHELEMY,92/102  RUE  JEAN PIERRE TIMBAUD,RADAR FILMS,LONG METRAGE,11ème,2016-10-04,2016-10-04,48.867009, 2.37456
LOLA PATER,NADIR MOKNECHE,74  RUE  DE LA ROQUETTE,BLUE MONDAY PRODUCTIONS,LONG METRAGE,11ème,2016-04-18,2016-04-18,48.855768, 2.37523
LOUE MOI,VIRGINE SCSWARTZ,11  RUE  DE LA FORGE ROYALE,MY FAMILY,LONG METRAGE,11ème,2016-11-14,2016-11-14,48.851314, 2.380487
LOUE MOI,VIRGINE SCSWARTZ,244  RUE  DE RIVOLI,MY FAMILY,LONG METRAGE,11ème,2016-11-16,2016-11-16,48.864132, 2.368131
LOUE MOI,VIRGINE SCSWARTZ,8  RUE  DE LA MAIN D'OR (BAR),MY FAMILY,LONG METRAGE,11ème,2016-11-14,2016-11-14,48.869635, 2.374634
MARIAGE BLANC,TAREK BOUDALI,11  RUE  DES TAILLANDIERS,AXEL FILMS,LONG METRAGE,11ème,2016-08-10,2016-08-11,48.854104, 2.375256
MERE ET FILLE,STEPHANE MARELLI,6  RUE  SAINT MAUR,J2F PRODUCTION,SERIE TELEVISEE,11ème,2016-11-24,2016-11-24,48.859003, 2.383318
MON POUSSIN,FREDERIC FORESTIER,33BIS  RUE  FAIDHERBE,LES FILMS DU 24,LONG METRAGE,11ème,2016-04-01,2016-04-02,48.853081, 2.382692
MONSIEUR ET MADAME ADELMAN,NICOLAS BEDOS,87  RUE  DE LA ROQUETTE,LES FILMS DU KIOSQUE,LONG METRAGE,11ème,2016-03-08,2016-03-08,48.857163, 2.378662
NADIA,LEA MAZER,53  BOULEVARD  VOLTAIRE,MURMURES PRODUCTIONS,TELEFILM,11ème,2016-05-03,2016-05-03,48.862281, 2.372923
OUI MADEMOISELLE,YISHU YANG,109  RUE  D'OBERKAMPF,BAYOO,LONG METRAGE,11ème,2016-03-07,2016-03-07,48.86583, 2.377804
OUI MADEMOISELLE,YISHU YANG,80  RUE  DE CHARONNE,BAYOO,LONG METRAGE,11ème,2016-03-08,2016-03-08,48.853592, 2.380827
PLONGER,MELANIE LAURENT,6  CITE  DE L'AMEUBLEMENT,MOVE MOVIE,LONG METRAGE,11ème,2016-05-04,2016-05-04,48.850974, 2.38571
PLONGER,MELANIE LAURENT,PLACE  DE LA REPUBLIQUE,MOVE MOVIE,LONG METRAGE,11ème,2016-04-07,2016-04-07,48.866761, 2.365658
PLONGER,MELANIE LAURENT,RUE  DE LA MAIN D'OR,MOVE MOVIE,LONG METRAGE,11ème,2016-05-19,2016-05-19,48.851645, 2.378303
PLONGER,MELANIE LAURENT,RUE  DE MALTE,MOVE MOVIE,LONG METRAGE,11ème,2016-04-07,2016-04-07,48.86563, 2.367713
PLONGER,MELANIE LAURENT,RUE  DU FAUBOURG DU TEMPLE,MOVE MOVIE,LONG METRAGE,11ème,2016-04-07,2016-04-07,48.869933, 2.37096
PLONGER,MELANIE LAURENT,RUE  TROUSSEAU,MOVE MOVIE,LONG METRAGE,11ème,2016-05-19,2016-05-19,48.851917, 2.379033
PROFILAGE/67 A 68/ SAISON 7,ALEXANDRE LAURENT,50  RUE  SAINT SABIN,BEAUBOUG AUDIOVISUEL,SERIE TELEVISEE,11ème,2016-02-01,2016-02-01,48.858605, 2.369104
TELLE MERE TELLE FILLE,NOEMIE SAGLIO,160  RUE  OBERKAMPF,PAN EUROPENNE PRODUCTION,LONG METRAGE,11ème,2016-07-13,2016-07-13,48.866839, 2.382393
UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,24  RUE  SAINT AMBROISE,PILI FILMS,LONG METRAGE,11ème,2016-11-14,2016-11-14,48.862641, 2.378573
UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,33  RUE  SAINT AMBROISE,PILI FILMS,LONG METRAGE,11ème,2016-11-07,2016-11-10,48.862736, 2.378447
04:04:02,SOPHIE LEVY,STADE*  DU POLYGONE/BOIS DE VINCENNES,SOFILMS,SERIE TELEVISEE,12ème,2016-05-06,2016-05-06,48.834759, 2.430796
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,10  RUE  EMILE GILBERT,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-15,2016-09-15,48.846656, 2.373224
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,5  RUE  PARROT,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-15,2016-09-15,48.846902, 2.373077
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  EMILE GILBERT,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-14,2016-09-14,48.846373, 2.373305
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  FABRE D'EGLANTINE,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-08-19,2016-08-19,48.846406, 2.395489
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  MICHEL CHASLES,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-14,2016-09-14,48.847009, 2.373803
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  PARROT,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-14,2016-09-14,48.846971, 2.373557
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  PARROT/RUE MICHEL CHASLES (ANGLE),LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-15,2016-09-15,48.847009, 2.373803
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,RUE  TRAVERSIERE,LES FILMS DE PIERRE,LONG METRAGE,12ème,2016-09-14,2016-09-14,48.847854, 2.373575
AMANT DOUBLE,FRANCOIS OZON,277  RUE  DE CHARENTON,MANDARIN FILMS,LONG METRAGE,12ème,2016-10-31,2016-11-04,48.835044, 2.39314
AMANT DOUBLE,FRANCOIS OZON,277  RUE  DE CHARENTON,MANDARIN FILMS,LONG METRAGE,12ème,2016-11-07,2016-11-11,48.835044, 2.39314
AMANT DOUBLE,FRANCOIS OZON,277  RUE  DE CHARENTON,MANDARIN FILMS,LONG METRAGE,12ème,2016-11-14,2016-11-16,48.835044, 2.39314
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,86  RUE  BARON LE ROY,LGM CINEMA,LONG METRAGE,12ème,2016-02-19,2016-02-19,48.832236, 2.390807
C'EST TOUT POUR MOI,L. COLBEAU JUSTIN,POLYGONE  ROUTE DE LA PYRAMIDE,LGM CINEMA,LONG METRAGE,12ème,2016-03-18,2016-03-18,48.836286, 2.442045
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,PLACE  DE LA NATION,KAZAK PRODUCTIONS,LONG METRAGE,12ème,2016-08-31,2016-08-31,48.847235, 2.395949
CHEFS - SAISON 2,ARNAUD MALHERBE,2  RUE  DE CHALIGNY,CALT PRODUCTION,SERIE TELEVISEE,12ème,2016-06-22,2016-06-22,48.845195, 2.383608
CHEFS - SAISON 2,ARNAUD MALHERBE,PARC  DE BERCY,CALT PRODUCTION,SERIE TELEVISEE,12ème,2016-06-22,2016-06-22,48.836091, 2.380547
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,26 ET 18  AVENUE  DAUMESNIL,F COMME FILM,LONG METRAGE,12ème,2016-03-17,2016-03-17,48.848245, 2.372988
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,72  RUE  CROZATIER,F COMME FILM,LONG METRAGE,12ème,2016-03-17,2016-03-17,48.850086, 2.379252
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,CARREFOUR  RUE TRAVERSIERE/R CHARENTON/R CASTELAR,F COMME FILM,LONG METRAGE,12ème,2016-03-17,2016-03-17,48.847854, 2.373575
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,MARCHE*  BEAUVAU,F COMME FILM,LONG METRAGE,12ème,2016-03-17,2016-03-17,48.848106, 2.375373
DIANE A LES EPAULES,FABIEN GORGEART,123  RUE  DE REUILLY,PETIT FILM,LONG METRAGE,12ème,2016-08-16,2016-08-17,48.840608, 2.394875
EMBRASSE MOI,CYPRIEN VIAL,BOIS*  DE VINCENNES,NOLITA CINEMA,LONG METRAGE,12ème,2016-07-05,2016-07-05,48.824166, 2.42055
EMBRASSE MOI,CYPRIEN VIAL,BOIS*  DE VINCENNES,NOLITA CINEMA,LONG METRAGE,12ème,2016-07-05,2016-07-07,48.824166, 2.42055
EMBRASSE MOI,CYPRIEN VIAL,BOIS*  DE VINCENNES,NOLITA CINEMA,LONG METRAGE,12ème,2016-07-06,2016-07-06,48.824166, 2.42055
EMBRASSE MOI,CYPRIEN VIAL,BOIS*  DE VINCENNES,NOLITA CINEMA,LONG METRAGE,12ème,2016-07-07,2016-07-07,48.824166, 2.42055
ENGRENAGES SAISON 6/N° 7 A 12,FREDERIC MERMOUD,23/35  RUE  DU COLONEL ROZANOFF,SON ET LUMIERE,SERIE TELEVISEE,12ème,2016-11-21,2016-11-21,48.846198, 2.387108
