titre,realisateur,adresse,organisme_demandeur,type_de_tournage,ardt,date_debut,date_fin,x,y
LA DOULEUR,EMMANUEL FINKIEL,RUE  PALATINE,LES FILMS DU POISSON,LONG METRAGE,6ème,2016-08-30,2016-08-30,48.850632, 2.335018
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,25  AVENUE  DE L'OBSERVATOIRE,HAUT ET COURT,LONG METRAGE,6ème,2016-10-26,2016-10-27,48.841911, 2.337469
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,25  AVENUE  DE L'OBSERVATOIRE,HAUT ET COURT,LONG METRAGE,6ème,2016-10-28,2016-10-28,48.841911, 2.337469
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,25  AVENUE  DE L'OBSERVATOIRE,HAUT ET COURT,LONG METRAGE,6ème,2016-11-28,2016-12-01,48.841911, 2.337469
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,25  AVENUE  DE L'OBSERVATOIRE/PLACE ERNEST DENIS,HAUT ET COURT,LONG METRAGE,6ème,2016-11-28,2016-12-01,48.841911, 2.337469
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,PLACE  ERNEST DENIS,HAUT ET COURT,LONG METRAGE,6ème,2016-10-26,2016-10-27,48.848597, 2.328205
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,PLACE  ERNEST DENIS,HAUT ET COURT,LONG METRAGE,6ème,2016-10-28,2016-10-28,48.848597, 2.328205
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,PLACE  ERNEST DENIS,HAUT ET COURT,LONG METRAGE,6ème,2016-11-28,2016-12-01,48.848597, 2.328205
LADIES,ANNE GAËLLE DAVAL,1  RUE  DU SABOT,NOLITA CINEMA,LONG METRAGE,6ème,2016-09-20,2016-09-22,48.852881, 2.3314
LE BRIO,YVAN ATTAL,92  RUE  D'ASSAS,CHAPTER 2,LONG METRAGE,6ème,2016-11-02,2016-11-02,48.843572, 2.333494
LE BRIO,YVAN ATTAL,92  RUE  D'ASSAS,CHAPTER 2,LONG METRAGE,6ème,2016-11-03,2016-11-03,48.843572, 2.333494
LE BRIO,YVAN ATTAL,92  RUE  D'ASSAS,CHAPTER 2,LONG METRAGE,6ème,2016-12-16,2016-12-16,48.843572, 2.333494
LE BRIO,YVAN ATTAL,92  RUE  D'ASSAS,CHAPTER 2,LONG METRAGE,6ème,2016-12-19,2016-12-23,48.843572, 2.333494
LE REDOUTABLE,MICHEL HAZANAVICIUS,76  RUE  DE RENNES/CINÉMA L'ARLEQUIN,LES COMPAGNONS DU CINEMA,LONG METRAGE,6ème,2016-08-11,2016-08-11,48.851278, 2.330648
LE RIRE DE MA MERE,COLOMBE SAVIGNAC,105  BOULEVARD  SAINT MICHEL,LOMA NASHA PRODUCTION,LONG METRAGE,6ème,2016-07-06,2016-07-06,48.847681, 2.340826
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,42  RUE  DU CHERCHE MIDI,WHY NOT PRODUCTIONS,LONG METRAGE,6ème,2016-10-07,2016-10-07,48.849568, 2.326334
LES FANTOMES D'ISMAEL,ARNAUD DESPLESCHIN,RUE  MICHELET,WHY NOT PRODUCTIONS,LONG METRAGE,6ème,2016-10-10,2016-10-10,48.84245, 2.33604
LIANG SHENG,LIU CHUN-CHIEN,177  BOULEVARD  SAINT GERMAIN,KANZAMAN FRANCE,SERIE TELEVISEE,6ème,2016-12-12,2016-12-12,48.852798, 2.336771
LIANG SHENG,LIU CHUN-CHIEN,PLACE  ET RUE DE FURSTEMBEG,KANZAMAN FRANCE,SERIE TELEVISEE,6ème,2016-12-11,2016-12-11,48.848597, 2.328205
LIANG SHENG,LIU CHUN-CHIEN,RUE  DE L'ABBAYE,KANZAMAN FRANCE,SERIE TELEVISEE,6ème,2016-12-11,2016-12-11,48.854241, 2.334903
LIANG SHENG,LIU CHUN-CHIEN,RUE  DE SEINE,KANZAMAN FRANCE,SERIE TELEVISEE,6ème,2016-12-12,2016-12-12,48.854758, 2.336785
LIANG SHENG,LIU CHUN-CHIEN,RUE  MAZARINE,KANZAMAN FRANCE,SERIE TELEVISEE,6ème,2016-12-12,2016-12-12,48.854893, 2.337826
LOUE MOI,VIRGINE SCSWARTZ,12  RUE  AUGUSTE COMTE,MY FAMILY,LONG METRAGE,6ème,2016-11-23,2016-11-23,48.844249, 2.336289
LOUE MOI,VIRGINE SCSWARTZ,4  AVENUE  DE L'OBSERVATOIRE,MY FAMILY,LONG METRAGE,6ème,2016-11-23,2016-11-23,48.843419, 2.336335
LOVE LOCKS,MARTIN WOOD,PASSERELLE*  DES ARTS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.856317, 2.335571
LOVE LOCKS,MARTIN WOOD,PASSERELLE*  DES ARTS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-30,2016-11-30,48.856317, 2.335571
LOVE LOCKS,MARTIN WOOD,PLACE  DE L'INSTITUT DE FRANCE,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.850038, 2.33855
LOVE LOCKS,MARTIN WOOD,PLACE  DE L'INSTITUT DE FRANCE,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-30,2016-11-30,48.850038, 2.33855
LOVE LOCKS,MARTIN WOOD,QUAI  DE CONTI,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.856967, 2.338244
LOVE LOCKS,MARTIN WOOD,QUAI  DE MONTEBELLO,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-12-01,2016-12-01,48.856967, 2.338244
LOVE LOCKS,MARTIN WOOD,QUAI  DES GRANDS AUGUSTINS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.854737, 2.342109
LOVE LOCKS,MARTIN WOOD,QUAI  DES GRANDS AUGUSTINS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-30,2016-11-30,48.854737, 2.342109
LOVE LOCKS,MARTIN WOOD,QUAI  MALAQUAIS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.857914, 2.334555
LOVE LOCKS,MARTIN WOOD,QUAI  MALAQUAIS,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-30,2016-11-30,48.857914, 2.334555
LOVE LOCKS,MARTIN WOOD,RUE  DE SEINE,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.854758, 2.336785
LOVE LOCKS,MARTIN WOOD,RUE  MAZARINE,LES FILMS DU MARIGOT,TELEFILM,6ème,2016-11-29,2016-11-29,48.854893, 2.337826
MARIAGE BLANC,TAREK BOUDALI,4  AVENUE  DE L'OBSERVATOIRE,AXEL FILMS,LONG METRAGE,6ème,2016-09-07,2016-09-07,48.843419, 2.336335
MARIAGE BLANC,TAREK BOUDALI,4  AVENUE  DE L'OBSERVATOIRE,AXEL FILMS,LONG METRAGE,6ème,2016-09-08,2016-09-08,48.843419, 2.336335
MARIAGE BLANC,TAREK BOUDALI,4  AVENUE  DE L'OBSERVATOIRE,AXEL FILMS,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.843419, 2.336335
MARVIN,ANNE FONTAINE,12  RUE  DE L’ÉCOLE DE MÉDECINE,CINE @,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.851237, 2.34077
MARVIN,ANNE FONTAINE,2  RUE  DUPUYTREN,CINE @,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.851804, 2.339687
MARVIN,ANNE FONTAINE,BOULEVARD  SAINT GERMAIN (ANGLE RUE BONAPARTE),CINE @,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.853281, 2.333404
MARVIN,ANNE FONTAINE,PLACE  DE L’ODÉON,CINE @,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.850038, 2.33855
MARVIN,ANNE FONTAINE,PLACE  SAINT MICHEL,CINE @,LONG METRAGE,6ème,2016-09-23,2016-09-23,48.85353, 2.343475
MARVIN,ANNE FONTAINE,PONT  DES ARTS,CINE @,LONG METRAGE,6ème,2016-09-05,2016-09-05,48.853452, 2.340567
MARVIN,ANNE FONTAINE,QUAI  CONTI,CINE @,LONG METRAGE,6ème,2016-09-23,2016-09-23,48.856967, 2.338244
MARVIN,ANNE FONTAINE,QUAI  DES GRANDS AUGUSTINS,CINE @,LONG METRAGE,6ème,2016-09-09,2016-09-09,48.854737, 2.342109
MARYLINE,GUILLAUME GALLIENNE,41  RUE  MONSIEUR LE PRINCE,LGM FILMS,LONG METRAGE,6ème,2016-08-23,2016-08-23,48.849782, 2.340116
NOIR ENIGMA,MANUEL BOURSINHAC,AVENUE  DE L'OBSERVATOIRE,ASTHARTE ET COMPAGNIE,SERIE TELEVISEE,6ème,2016-01-09,2016-01-09,48.842179, 2.33752
NOIR ENIGMA,MANUEL BOURSINHAC,PLACE  ANDRÉ HONNORAT,ASTHARTE ET COMPAGNIE,SERIE TELEVISEE,6ème,2016-01-09,2016-01-09,48.853938, 2.339136
NOIR ENIGMA,MANUEL BOURSINHAC,RUE  AUGUSTE COMTE,ASTHARTE ET COMPAGNIE,SERIE TELEVISEE,6ème,2016-01-09,2016-01-09,48.844249, 2.336289
NUMERO UNE,TONIE MARSHALL,8  RUE  GARANCIÈRE,TABO TABO FILMS,LONG METRAGE,6ème,2016-09-22,2016-09-22,48.850021, 2.335781
NUMERO UNE,TONIE MARSHALL,8  RUE  GARANCIÈRE,TABO TABO FILMS,LONG METRAGE,6ème,2016-11-07,2016-11-08,48.850021, 2.335781
NUMERO UNE,TONIE MARSHALL,RUE  AUGUSTE COMTE,TABO TABO FILMS,LONG METRAGE,6ème,2016-10-24,2016-10-24,48.844249, 2.336289
OUI MADEMOISELLE,YISHU YANG,PLACE  SAINT SULPICE,BAYOO,LONG METRAGE,6ème,2016-03-09,2016-03-10,48.851462, 2.33396
OUI MADEMOISELLE,YISHU YANG,PLACE  SAINT SULPICE,BAYOO,LONG METRAGE,6ème,2016-03-11,2016-03-11,48.851462, 2.33396
RED OAKS,HALL HARTLEY,166  QUAI  DES GRANDS AUGUSTINS,FIRSTEP,SERIE TELEVISEE,6ème,2016-08-04,2016-08-04,48.854737, 2.342109
SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,117  RUE  DU CHERCHE MIDI/REST. CHEZ DUMONET,EUROPA CORP,LONG METRAGE,6ème,2016-06-27,2016-06-27,48.845823, 2.31981
THE AFFAIR,JEFFREY REINER,RUE  DE BUCI/RUE DE SEINE,GEM FILMS,SERIE TELEVISEE,6ème,2016-12-02,2016-12-02,48.853779, 2.336851
THE AFFAIR,JEFFREY REINER,RUE  DE L’ÉCHAUDE,GEM FILMS,SERIE TELEVISEE,6ème,2016-12-02,2016-12-02,48.854042, 2.336075
THIRST STREET,NATHAN SILVER,2/17  RUE  PRINCESSE,IN VIVO FILMS,LONG METRAGE,6ème,2016-09-05,2016-09-05,48.851968, 2.334584
THIRST STREET,NATHAN SILVER,2/20  RUE  GUISARDE,IN VIVO FILMS,LONG METRAGE,6ème,2016-09-05,2016-09-05,48.851837, 2.33441
THIRST STREET,NATHAN SILVER,22 AU 70  RUE  SAINT ANDRÉ DES ARTS,IN VIVO FILMS,LONG METRAGE,6ème,2016-08-25,2016-08-25,48.85365, 2.33872
UN CONTE INDIEN,HECTOR CABELLO REYES,14  RUE  BONAPARTE,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.856574, 2.334551
UN CONTE INDIEN,HECTOR CABELLO REYES,147  BOULEVARD  SAINT GERMAIN,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.853529, 2.333781
UN CONTE INDIEN,HECTOR CABELLO REYES,3  QUAI  MALAQUAIS,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.857544, 2.335954
UN CONTE INDIEN,HECTOR CABELLO REYES,58  RUE  DE RENNES,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.85292, 2.332149
UN CONTE INDIEN,HECTOR CABELLO REYES,66 ET 49  RUE  DE RENNES,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.852915, 2.332527
UN CONTE INDIEN,HECTOR CABELLO REYES,PLACE  DE L'INSTITUT,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.850038, 2.33855
UN CONTE INDIEN,HECTOR CABELLO REYES,PLACE  SAINT GERMAIN DES PRES,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.854352, 2.333248
UN CONTE INDIEN,HECTOR CABELLO REYES,PONT  DES ARTS,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.853452, 2.340567
UN CONTE INDIEN,HECTOR CABELLO REYES,RUE  VICSCONTI,22H22 PRODUCTION,LONG METRAGE,6ème,2016-03-06,2016-03-06,48.855806, 2.335642
UNE VIE VIOLENTE,THIERRY DE PERRETI,99  BOULEVARD  DU MONTPARNASSE,LES FILMS VELVET,LONG METRAGE,6ème,2016-06-17,2016-06-17,48.842523, 2.328376
UNE VIE VIOLENTE,THIERRY DE PERRETI,BOULEVARD  DU MONTPARNASSE,LES FILMS VELVET,LONG METRAGE,6ème,2016-06-16,2016-06-17,48.84341, 2.325946
UNE VIE VIOLENTE,THIERRY DE PERRETI,RUE  DE RENNES,LES FILMS VELVET,LONG METRAGE,6ème,2016-06-16,2016-06-17,48.848597, 2.328205
VIVE LA CRISE,JEAN FRANCOIS DAVY,51  QUAI  DES GRANDS AUGUSTINS,LES FILMS MONTAIGNE,LONG METRAGE,6ème,2016-06-18,2016-06-18,48.855171, 2.341605
10%/SAISON 2,JEANNE HERRY,AVENUE  DE BRETEUIL,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.85046, 2.311558
10%/SAISON 2,JEANNE HERRY,AVENUE  DE TOURVILLE,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.854185, 2.308388
10%/SAISON 2,JEANNE HERRY,BOULEVARD  SAINT GERMAIN,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.856861, 2.32507
10%/SAISON 2,JEANNE HERRY,PLACE  VAUBAN,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.853056, 2.311754
10%/SAISON 2,JEANNE HERRY,RUE  BELLECHASSE,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.857446, 2.322191
10%/SAISON 2,JEANNE HERRY,RUE  CASIMIR PERIER,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.85795, 2.31939
10%/SAISON 2,JEANNE HERRY,RUE  LAS CASES,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.85846, 2.320617
10%/SAISON 2,JEANNE HERRY,RUE  MARTIGNAC,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.857998, 2.31843
10%/SAISON 2,JEANNE HERRY,RUE  SAINT DOMINIQUE,MON VOISIN PRODUCTIONS,SERIE TELEVISEE,7ème,2016-10-10,2016-10-10,48.859804, 2.309217
100 % COCO,TESSA SCHRAM,RUE  LAS CASES,FILMING IN FRANCE,LONG METRAGE,7ème,2016-12-02,2016-12-02,48.85846, 2.320617
120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,AVENUE  GUSTAVE EIFFEL (TOUR EIFFEL),LES FILMS DE PIERRE,LONG METRAGE,7ème,2016-10-13,2016-10-13,48.857581, 2.294681
ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87,CHRISTOPHE DELPIAS,59  AVENUE  DE SEGUR,EGO PRODUCTION,SERIE TELEVISEE,7ème,2016-12-01,2016-12-01,48.849014, 2.307613
BEFIKRE,ADITYA CHOPRA,27  QUAI  BRANLY/RESTAURANT LES OMBRES,FIRSTEP,LONG METRAGE,7ème,2016-05-24,2016-05-25,48.861723, 2.298691
BEFIKRE,ADITYA CHOPRA,5/11  RUE  DE CONSTANTINE,FIRSTEP,LONG METRAGE,7ème,2016-04-27,2016-04-27,48.860074, 2.31499
BEFIKRE,ADITYA CHOPRA,AVENUE  DE TOURVILLE,FIRSTEP,LONG METRAGE,7ème,2016-04-27,2016-04-27,48.854185, 2.308388
BEFIKRE,ADITYA CHOPRA,AVENUE  GUSTAVE EIFFEL,FIRSTEP,LONG METRAGE,7ème,2016-05-26,2016-05-26,48.857581, 2.294681
BEFIKRE,ADITYA CHOPRA,AVENUE  RAPP,FIRSTEP,LONG METRAGE,7ème,2016-05-24,2016-05-25,48.859478, 2.300998
BEFIKRE,ADITYA CHOPRA,PLACE  VAUBAN,FIRSTEP,LONG METRAGE,7ème,2016-04-27,2016-04-27,48.853056, 2.311754
BEFIKRE,ADITYA CHOPRA,QUAI  D'ORSAY,FIRSTEP,LONG METRAGE,7ème,2016-02-26,2016-02-26,48.862275, 2.307205
BEFIKRE,ADITYA CHOPRA,RUE  FABERT,FIRSTEP,LONG METRAGE,7ème,2016-05-30,2016-05-30,48.860057, 2.311255
BEFIKRE,ADITYA CHOPRA,RUE  SAINT DOMINIQUE,FIRSTEP,LONG METRAGE,7ème,2016-04-27,2016-04-27,48.859804, 2.309217
BIENVENUE AU GONDWANA,MAMANE,5  RUE  MASSERAN,MANDARIN CINEMA,LONG METRAGE,7ème,2016-05-27,2016-05-27,48.848666, 2.314157
CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,RUE  DE L’UNIVERSITÉ/R FABER (ANGLE),KAZAK PRODUCTIONS,LONG METRAGE,7ème,2016-09-08,2016-09-08,48.860861, 2.315207
CARBONE,OLIVIER MARCHAL,8  AVENUE  ÉLISÉE RECLUS,LES FILMS MANUEL MUNZ,LONG METRAGE,7ème,2016-11-08,2016-11-09,48.858373, 2.297476
CARBONE,OLIVIER MARCHAL,8  AVENUE  ÉLISÉE RECLUS,LES FILMS MANUEL MUNZ,LONG METRAGE,7ème,2016-11-14,2016-11-14,48.858373, 2.297476
CHERCHEZ LA FEMME,SOU ABADI,54  RUE  DE LA TOUR MAUBOURG,THE FILM,LONG METRAGE,7ème,2016-05-30,2016-05-31,48.857395, 2.308506
CHERCHEZ LA FEMME,SOU ABADI,QUAI  D'ORSAY/RUE DE LA TOUR MAUBOURG,THE FILM,LONG METRAGE,7ème,2016-05-31,2016-05-31,48.857395, 2.308506
CHRONIQUES PARISIENNES,ZABOU BREITMAN,24  RUE  DE SÈVRES,LES FILMS DU KIOSQUE,SERIE TELEVISEE,7ème,2016-12-29,2016-12-29,48.850563, 2.324704
CHRONIQUES PARISIENNES,ZABOU BREITMAN,59/61  QUAI  D'ORSAY,LES FILMS DU KIOSQUE,SERIE TELEVISEE,7ème,2016-10-01,2016-10-01,48.862275, 2.307205
CHRONIQUES PARISIENNES,ZABOU BREITMAN,PONT  DES INVALIDES,LES FILMS DU KIOSQUE,SERIE TELEVISEE,7ème,2016-10-01,2016-10-01,48.863325, 2.314891
CHRONIQUES PARISIENNES,ZABOU BREITMAN,PORT  DE SOLFERINO,LES FILMS DU KIOSQUE,SERIE TELEVISEE,7ème,2016-10-01,2016-10-01,48.862132, 2.32236
CHRONIQUES PARISIENNES,ZABOU BREITMAN,PORT  DU GROS CAILLOU,LES FILMS DU KIOSQUE,SERIE TELEVISEE,7ème,2016-10-01,2016-10-01,48.85708, 2.302723
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,5  RUE  DE BABYLONE,F COMME FILM,LONG METRAGE,7ème,2016-04-26,2016-04-27,48.851659, 2.32398
DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,RUE  DE SÈVRES/VELPEAU,F COMME FILM,LONG METRAGE,7ème,2016-04-27,2016-04-27,48.851425, 2.325024
DJANGO MELODIES,ETIENNE COMAR,56  BOULEVARD  DES INVALIDES,CURIOSA FILMS,LONG METRAGE,7ème,2016-04-28,2016-04-28,48.847466, 2.315929
EMMA,ALFRED LOT,55  AVENUE  DE SAXE,MANDARIN CINEMA,SERIE TELEVISEE,7ème,2016-02-19,2016-02-19,48.846804, 2.31276
EMMA,ALFRED LOT,RUE  DU GENRAL BERTRAND,MANDARIN CINEMA,SERIE TELEVISEE,7ème,2016-02-19,2016-02-19,48.847336, 2.313409
GANGSTERDAM,ROMAIN LEVY,PLACE  HENRY MONTHERLANT,LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.861971, 2.307389
GANGSTERDAM,ROMAIN LEVY,QUAI  ANATOLE FRANCE,LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.86119, 2.323632
GANGSTERDAM,ROMAIN LEVY,QUAI  VOLTAIRE,LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.858874, 2.330986
GC5,GUILLAUME CANET,ÉCOLE  ELEMENTAIRE (1 R DU GÉNÉRAL CAMOU),LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-02-25,2016-02-25,48.858889, 2.299853
GC5,GUILLAUME CANET,ÉCOLE  MATERNELLE (28 AVENUE RAPP),LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-02-25,2016-02-25,48.858623, 2.300202
GC5,GUILLAUME CANET,ÉCOLE  MATERNELLE (28 AVENUE RAPP),LES PRODUCTIONS DU TRESOR,LONG METRAGE,7ème,2016-02-26,2016-02-26,48.858623, 2.300202
H4-93,OLIVIER AYACHE VIDAL,15  BOULEVARD  RASPAIL,L'ATELIER DE PRODUCTION,LONG METRAGE,7ème,2016-10-10,2016-10-10,48.854434, 2.326215
IRIS/EX CHAOS,JALIL LESPERT,PARC  DU CHAMP DE MARS,WY PRODUCTIONS,LONG METRAGE,7ème,2016-03-08,2016-03-08,48.854395, 2.304772
LA DOULEUR,EMMANUEL FINKIEL,2  RUE  DE LILLE/INALCO,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-10-20,2016-10-20,48.857743, 2.332544
LA DOULEUR,EMMANUEL FINKIEL,AVENUE  DE LA MOTTE PICQUET,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.855621, 2.307872
LA DOULEUR,EMMANUEL FINKIEL,AVENUE  DE SUFFREN,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.852803, 2.298596
LA DOULEUR,EMMANUEL FINKIEL,PLACE  DU PALAIS BOURBON,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.860285, 2.318419
LA DOULEUR,EMMANUEL FINKIEL,PLACE  JOFFRE,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.852647, 2.303246
LA DOULEUR,EMMANUEL FINKIEL,RUE  ARISTIDE BRIAND,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.861627, 2.319259
LA DOULEUR,EMMANUEL FINKIEL,RUE  CONSTANTINE,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.859541, 2.314927
LA DOULEUR,EMMANUEL FINKIEL,RUE  DE L’UNIVERSITÉ,LES FILMS DU POISSON,LONG METRAGE,7ème,2016-08-16,2016-08-16,48.860861, 2.315207
LA FILLE DE BREST,EMMANUELLE BERCOT,101  RUE  DE L’UNIVERSITÉ (ASSEMBLÉE NATIONALE),HAUT ET COURT,LONG METRAGE,7ème,2016-02-01,2016-02-01,48.861153, 2.320283
LA FILLE DE BREST,EMMANUELLE BERCOT,101  RUE  DE L’UNIVERSITÉ (ASSEMBLÉE NATIONALE),HAUT ET COURT,LONG METRAGE,7ème,2016-02-05,2016-02-05,48.861153, 2.320283
LA FILLE DE BREST,EMMANUELLE BERCOT,14  RUE  DUQUESNE (MINISTÈRE DE LA SANTÉ),HAUT ET COURT,LONG METRAGE,7ème,2016-02-03,2016-02-05,48.852121, 2.309094
LA FILLE DE BREST,EMMANUELLE BERCOT,AVENUE  DE LOWENDAL,HAUT ET COURT,LONG METRAGE,7ème,2016-02-03,2016-02-05,48.853137, 2.308818
LA FILLE DE BREST,EMMANUELLE BERCOT,AVENUE  DE SEGUR,HAUT ET COURT,LONG METRAGE,7ème,2016-02-03,2016-02-05,48.850832, 2.309476
LA FILLE DE BREST,EMMANUELLE BERCOT,PLACE  DE FONTENAY,HAUT ET COURT,LONG METRAGE,7ème,2016-02-03,2016-02-05,48.850078, 2.306084
LA MANTE,ALEXANDRE LAURENT,4BIS  PASSAGE  LANDRIEU,SEPTEMBRE PRODUCTIONS,SERIE TELEVISEE,7ème,2016-11-02,2016-11-03,48.860446, 2.303482
LA NIAQUE,CHAD CHENOUGA,33  BOULEVARD  DES INVALIDES,TS PRODUCTIONS,LONG METRAGE,7ème,2016-02-23,2016-02-23,48.852291, 2.314847
LA NIAQUE,CHAD CHENOUGA,33  BOULEVARD  DES INVALIDES,TS PRODUCTIONS,LONG METRAGE,7ème,2016-03-04,2016-03-04,48.852291, 2.314847
LA NIAQUE,CHAD CHENOUGA,PLACE  ANDRÉ TARDIEU,TS PRODUCTIONS,LONG METRAGE,7ème,2016-02-23,2016-02-23,48.852647, 2.303246
LA NIAQUE,CHAD CHENOUGA,PLACE  ANDRÉ TARDIEU,TS PRODUCTIONS,LONG METRAGE,7ème,2016-03-04,2016-03-04,48.852647, 2.303246
LA NIAQUE,CHAD CHENOUGA,STATION MTO  INVALIDES,TS PRODUCTIONS,LONG METRAGE,7ème,2016-04-28,2016-04-28,48.863325, 2.314891
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,236  BOULEVARD  SAINT GERMAIN,HAUT ET COURT,LONG METRAGE,7ème,2016-12-02,2016-12-05,48.856008, 2.326373
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-11-02,2016-11-04,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-11-14,2016-11-18,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-11-21,2016-11-25,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-12-02,2016-12-02,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-12-05,2016-12-05,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-12-07,2016-12-09,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-12-12,2016-12-16,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-12-19,2016-12-21,48.848251, 2.311245
LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,70  AVENUE  DE BRETEUUIL,HAUT ET COURT,LONG METRAGE,7ème,2016-11-07,2016-11-11,48.848251, 2.311245
